# SiO2, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, D. Necas, I. Ohlidal and A. Giglia, Proc. SPIE 9890, 989014 (2016). Tabulated from the refractiveindex.info entry 'main/SiO2/Franta', 250-4848 nm. n(1500 nm) = 1.4449, that is 0.0256 below the value this campaign's single layers give, which is exactly the handicap the in situ test of Section 6 starts from. Used only as a starting point, never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning.
Wavelength_nm,n,k,sigma_n
792.0,1.4536854027187225,1.4302856465323648e-160,0.01
794.0,1.4536505459620175,1.5487897794419156e-159,0.01
796.0,1.453615858872564,1.5979080169497108e-158,0.01
798.0,1.4535813277327545,1.5886820235732492e-157,0.01
800.0,1.453546950602178,1.532049346197306e-156,0.01
802.0,1.4535127387995503,1.4385589297856342e-155,0.01
804.0,1.4534786677740454,1.3202967765535885e-154,0.01
806.0,1.453444757086764,1.1861474405077278e-153,0.01
808.0,1.453411013451278,1.1176117105301364e-152,0.01
810.0,1.453377406564708,1.3453554867781889e-151,0.01
812.0,1.4533439583548424,1.4096252892860555e-150,0.01
814.0,1.4533106541533583,1.365226593697141e-149,0.01
816.0,1.4532775023761701,1.2523504351843388e-148,0.01
818.0,1.453244487237362,1.1039478978373779e-147,0.01
820.0,1.4532116070276007,9.423892456571689e-147,0.01
822.0,1.4531788677720654,7.826466541665261e-146,0.01
824.0,1.4531462695430046,6.345211362999331e-145,0.01
826.0,1.453113810466509,5.0346894214432143e-144,0.01
828.0,1.4530814870486621,3.917323379745336e-143,0.01
830.0,1.4530492900010734,2.9939005979810558e-142,0.01
832.0,1.453017229306005,2.2489996143057718e-141,0.01
834.0,1.45298529682247,1.6624129341034524e-140,0.01
836.0,1.4529534986509356,1.2097082100596457e-139,0.01
838.0,1.4529218240027284,8.673814415716647e-139,0.01
840.0,1.4528902676471376,6.131776473985028e-138,0.01
842.0,1.4528588424079918,4.2735931066572205e-137,0.01
844.0,1.4528275489841813,2.9374287850858814e-136,0.01
846.0,1.452796355348257,1.9935759782879694e-135,0.01
848.0,1.4527653040092774,1.3346025690077485e-134,0.01
850.0,1.452734366104288,9.572222240609905e-134,0.01
852.0,1.4527035380908249,6.758104220621889e-133,0.01
854.0,1.4526728325233538,4.625708285720532e-132,0.01
856.0,1.4526422340550684,3.0882482514554133e-131,0.01
858.0,1.4526117557901619,2.012953081663985e-130,0.01
860.0,1.4525813946461454,1.2839807932836881e-129,0.01
862.0,1.4525511351828249,8.039159626732835e-129,0.01
864.0,1.4525209795116014,4.943674009566257e-128,0.01
866.0,1.452490947807218,2.9814623898306873e-127,0.01
868.0,1.4524610040511545,1.7708288550095826e-126,0.01
870.0,1.4524311828630374,1.0323633817826136e-125,0.01
872.0,1.4524014583144178,5.92369736003747e-125,0.01
874.0,1.4523718404060875,3.3417895158386135e-124,0.01
876.0,1.4523423163913374,1.855556285211827e-123,0.01
878.0,1.452312896521315,1.0126404896910057e-122,0.01
880.0,1.4522835677091124,5.43628842169294e-122,0.01
882.0,1.452254341708967,2.8650666224379075e-121,0.01
884.0,1.45222521715368,1.4809672259560756e-120,0.01
886.0,1.4521961921764104,7.498631314784175e-120,0.01
888.0,1.4521672522607425,3.718948727617812e-119,0.01
890.0,1.4521384108342648,1.8624110519283477e-118,0.01
892.0,1.4521096670796492,9.644192784248061e-118,0.01
894.0,1.452081004943969,4.938867664655186e-117,0.01
896.0,1.4520524491311348,2.4992101498693808e-116,0.01
898.0,1.4520239617059563,1.2508917767782575e-115,0.01
900.0,1.4519955750314484,6.1857507125413e-115,0.01
902.0,1.4519672801722254,3.0223810529949214e-114,0.01
904.0,1.451939063284173,1.4594382157912846e-113,0.01
906.0,1.4519109313554819,6.961313193164297e-113,0.01
908.0,1.4518828859185646,3.2786909680742615e-112,0.01
910.0,1.4518549168287918,1.5247724719666537e-111,0.01
912.0,1.451827035846238,6.99534093571783e-111,0.01
914.0,1.451799235241882,3.1650584690639244e-110,0.01
916.0,1.4517715109056757,1.4115210042248765e-109,0.01
918.0,1.4517438734495745,6.196093796486853e-109,0.01
920.0,1.4517163118560954,2.6752958712104887e-108,0.01
922.0,1.451688818062406,1.134967354078524e-107,0.01
924.0,1.4516614101397887,4.716592342176985e-107,0.01
926.0,1.4516340785888284,1.9154453696694306e-106,0.01
928.0,1.4516068203065668,7.571882098846648e-106,0.01
930.0,1.4515796267308676,2.897856922522535e-105,0.01
932.0,1.451552517738799,1.0611061653611874e-104,0.01
934.0,1.4515254729622624,4.2818760201376865e-104,0.01
936.0,1.4514985008067487,1.776725551493022e-103,0.01
938.0,1.4514716097321492,7.271538644165111e-103,0.01
940.0,1.4514447797733563,2.934800305440183e-102,0.01
942.0,1.4514180154592666,1.1668274445400612e-101,0.01
944.0,1.4513913184797562,4.5640280429452815e-101,0.01
946.0,1.4513646944018037,1.7530162299794643e-100,0.01
948.0,1.4513381359435273,6.598843429908987e-100,0.01
950.0,1.4513116352026325,2.4278710343590952e-99,0.01
952.0,1.451285201150629,8.688093047317305e-99,0.01
954.0,1.4512588366412646,3.00223902547976e-98,0.01
956.0,1.451232524565644,9.917015452759621e-98,0.01
958.0,1.4512062869975864,3.3289781955110416e-97,0.01
960.0,1.4511801022394384,1.2432089948312737e-96,0.01
962.0,1.4511539862138754,4.5714349326077955e-96,0.01
964.0,1.4511279300164623,1.6532008303345335e-95,0.01
966.0,1.451101931101767,5.8692587610031705e-95,0.01
968.0,1.4510759886235667,2.0404452215387384e-94,0.01
970.0,1.4510501017676722,6.921249371246366e-94,0.01
972.0,1.451024269713421,2.2783975849905366e-93,0.01
974.0,1.450998493672472,7.216234288686317e-93,0.01
976.0,1.4509727795854068,2.1656524726462675e-92,0.01
978.0,1.4509471111105292,6.878080597759603e-92,0.01
980.0,1.4509215081053748,2.36089511689651e-91,0.01
982.0,1.4508959566146196,7.962686218153742e-91,0.01
984.0,1.450870462641624,2.632132215556993e-90,0.01
986.0,1.450845015417075,8.50247354110801e-90,0.01
988.0,1.450819616012759,2.671026116240209e-89,0.01
990.0,1.4507942709088382,8.096932434623094e-89,0.01
992.0,1.450768972737756,2.3397826652923656e-88,0.01
