# Nb2O5, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, B. Hroncova, J. Dvorak, J. Vohanka, P. Franta, I. Ohlidal, V. Pekar and D. Skoda, Opt. Mater. 157, 116133 (2024), for magnetron-sputtered Nb2O5 films made on another plant. Tabulated from the refractiveindex.info entry 'main/Nb2O5/Franta', 250-4848 nm. Used only as a deliberately foreign starting point for the in situ multi-start test of Section 6; never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning: nothing in the deposit reads it for this table.
Wavelength_nm,n,k,sigma_n
534.0,2.3727254709606505,9.56354729254614e-07,0.01
536.0,2.3714382054493357,9.676958844359109e-07,0.01
538.0,2.37016984630456,9.791253822461607e-07,0.01
540.0,2.368918940616064,9.90635555434296e-07,0.01
542.0,2.3676873601528228,1.0022412020398252e-06,0.01
544.0,2.3664727193955146,1.013927789165986e-06,0.01
546.0,2.3652749999357643,1.0257064236068314e-06,0.01
548.0,2.3640953927006976,1.0375678500658e-06,0.01
550.0,2.3629307865290117,1.0495162169985771e-06,0.01
552.0,2.36178353428,1.061566430319292e-06,0.01
554.0,2.3606516848265935,1.0736921356098982e-06,0.01
556.0,2.359535768778827,1.08591424164552e-06,0.01
558.0,2.3584349806645526,1.0982226900675327e-06,0.01
560.0,2.3573490110058883,1.1106208827337778e-06,0.01
562.0,2.3562780309096683,1.1231132622079842e-06,0.01
564.0,2.355220798750085,1.1356909735428994e-06,0.01
566.0,2.3541788445126635,1.148363430413684e-06,0.01
568.0,2.3531495562789058,1.161119654971645e-06,0.01
570.0,2.352134683458308,1.1739830591011207e-06,0.01
572.0,2.351132307734514,1.1869235562527768e-06,0.01
574.0,2.3501439848333434,1.1999688013369516e-06,0.01
576.0,2.3491677260884476,1.2130930643882061e-06,0.01
578.0,2.348204632785267,1.2263251589736966e-06,0.01
580.0,2.347253203786557,1.2396378828546706e-06,0.01
582.0,2.3463144223437316,1.2530594374063137e-06,0.01
584.0,2.3453868788845216,1.2665614747370602e-06,0.01
586.0,2.3444724006267084,1.2801621013427876e-06,0.01
588.0,2.3435677142041373,1.2938558812318803e-06,0.01
590.0,2.342675838419374,1.3076504943426216e-06,0.01
592.0,2.3417937620287006,1.3215327596600738e-06,0.01
594.0,2.3409236620016958,1.3355186987138008e-06,0.01
596.0,2.340063262987002,1.3495953185609191e-06,0.01
598.0,2.339213968332656,1.363774503362235e-06,0.01
600.0,2.3383745557727176,1.378046787847478e-06,0.01
602.0,2.337545491922113,1.3924164898704538e-06,0.01
604.0,2.33672638400082,1.4068859804179275e-06,0.01
606.0,2.3359168936705155,1.4214450331582809e-06,0.01
608.0,2.3351172934057716,1.436115851472343e-06,0.01
610.0,2.3343264806263435,1.4508729293219313e-06,0.01
612.0,2.3335460877287866,1.4657355725302482e-06,0.01
614.0,2.3327739309829654,1.4806955374572676e-06,0.01
616.0,2.332010980619479,1.4957566781337208e-06,0.01
618.0,2.331257014160773,1.5109186200455727e-06,0.01
620.0,2.3305112205422116,1.5261717418202804e-06,0.01
622.0,2.329774664486571,1.541541394449169e-06,0.01
624.0,2.3290459276843385,1.557001769930244e-06,0.01
626.0,2.328325745540062,1.572565150820852e-06,0.01
628.0,2.327613797464367,1.5882321604962832e-06,0.01
630.0,2.326909089823361,1.6039965389233476e-06,0.01
632.0,2.3262133511723713,1.6198691822273197e-06,0.01
634.0,2.3255248108309248,1.6358397276166784e-06,0.01
636.0,2.3248435739383835,1.651913816295205e-06,0.01
638.0,2.3241704812806603,1.6680971937008777e-06,0.01
640.0,2.323504289727339,1.684375794727311e-06,0.01
642.0,2.3228454546052535,1.7007625109699595e-06,0.01
644.0,2.3221939178616924,1.7172591998892717e-06,0.01
646.0,2.321548983847241,1.7338526758112117e-06,0.01
648.0,2.320911449396122,1.7505532798345213e-06,0.01
650.0,2.320280583673463,1.7673659213837967e-06,0.01
652.0,2.3196560479397066,1.7842765953957866e-06,0.01
654.0,2.319038750407107,1.8012927539907961e-06,0.01
656.0,2.318427773970768,1.8184221494133968e-06,0.01
658.0,2.3178228441568693,1.8356514274910296e-06,0.01
660.0,2.317224428404911,1.8529948226377514e-06,0.01
662.0,2.316632444507244,1.8704460801526444e-06,0.01
664.0,2.3160462287392867,1.8879994016406153e-06,0.01
666.0,2.31546627130178,1.9056564729031426e-06,0.01
668.0,2.314892291240832,1.9234389269131515e-06,0.01
670.0,2.314324111509883,1.94131640580179e-06,0.01
672.0,2.313761166798355,1.9593055463590645e-06,0.01
674.0,2.313204941256134,1.977406634568692e-06,0.01
676.0,2.3126536638944923,1.9956242208568193e-06,0.01
678.0,2.3121078163663653,2.0139407982608657e-06,0.01
680.0,2.311567770712055,2.0323673854652654e-06,0.01
682.0,2.311033036980446,2.0509172191754527e-06,0.01
684.0,2.310503454908,2.0695693462846285e-06,0.01
686.0,2.3099789009610645,2.088326309623834e-06,0.01
688.0,2.3094597369599184,2.1072145020720882e-06,0.01
690.0,2.3089456771801764,2.1262084501239523e-06,0.01
692.0,2.3084365270647456,2.1453054780131203e-06,0.01
694.0,2.307931971805282,2.1645156765883447e-06,0.01
696.0,2.3074328428689457,2.1838519581267936e-06,0.01
698.0,2.3069383109336568,2.203298585852537e-06,0.01
700.0,2.306448427598659,2.2228504082250965e-06,0.01
702.0,2.305962767626617,2.24252277966109e-06,0.01
704.0,2.3054824396631566,2.2623095657580515e-06,0.01
706.0,2.305006410241353,2.2822155655563837e-06,0.01
708.0,2.30453461662,2.3022360267766667e-06,0.01
710.0,2.304067238930086,2.3223615257929504e-06,0.01
712.0,2.303604294592084,2.3426124720281356e-06,0.01
714.0,2.3031457796086316,2.3629856037972207e-06,0.01
716.0,2.302691346201856,2.3834723347919584e-06,0.01
718.0,2.3022409986534624,2.404070722858595e-06,0.01
720.0,2.3017946047406763,2.4247850866444442e-06,0.01
