perturbation_pct,n_draws,success_rate_pct,rmse_succ_mean,rmse_succ_std,n_ret_si_1500_mean,n_ret_nb_1500_mean,d_err_rms_succ_mean,d_err_rms_succ_std,d_err_max_succ_mean
0.0,1,100.0,0.42315192004746477,0.0,1.478217647761265,2.2412560176167484,2.1736506468879253,0.0,7.838716439570753
5.0,10,100.0,0.4231518202811569,2.4706705465865913e-07,1.4782176453774571,2.241256041684275,2.1736483753687406,8.100202614914906e-06,7.83872522993128
10.0,10,100.0,0.42315188011301075,2.1178830097628236e-07,1.4782176482299423,2.241256031346187,2.1736502294636697,6.855027669896057e-06,7.8387214534386995
15.0,10,90.0,0.42315177973109924,1.9490919897071182e-07,1.478217645070365,2.2412560479988373,2.1736468357061516,6.480545609904618e-06,7.838726801655844
20.0,10,60.0,0.4231516970013222,2.705860164173006e-07,1.478217639996868,2.2412560651808553,2.173645939187352,8.668766088314321e-06,7.838732747156034
