perturbation_pct,n_draws,success_rate_pct,rmse_succ_mean,rmse_succ_std,n_ret_si_1500_mean,n_ret_si_1500_std,n_ret_nb_1500_mean,n_ret_nb_1500_std,d_err_rms_succ_mean,d_err_rms_succ_std,d_err_max_succ_mean
0.0,1,100.0,0.40967899009087944,0.0,1.4764186744774923,0.0,2.2432230427064654,0.0,4.229370977073041,0.0,12.556569814679142
5.0,100,100.0,0.40967898107989037,1.2087047632198396e-07,1.4764186514874393,2.488343292234423e-07,2.2432231494100168,5.249434826627835e-07,4.229387615396497,8.364652632275862e-05,12.55642511851605
10.0,100,88.0,0.4096789583566842,1.5175283755642088e-07,1.4764186091317535,3.1029449272472033e-07,2.2432232323050596,6.187690553525795e-07,4.229401256874252,9.753281121640285e-05,12.556386743834402
15.0,100,72.0,0.4096789384367076,1.2792828126873792e-07,1.4764185753699735,2.616153231082206e-07,2.2432232998250683,5.406439835194011e-07,4.2294094742908,8.463184009193047e-05,12.556319773080087
20.0,100,57.99999999999999,0.4096789172313472,1.3672995856035665e-07,1.4764185369423986,2.555395970947599e-07,2.24322337166946,5.458404196862863e-07,4.229419960422294,8.173894978205218e-05,12.556279335280491
